centerFrame,time,zeroCross,intensity,autoCorr,LPC1,error,bandRatio,HNR
10125,101.25000,19.00000,-11.50093,0.96254,-1.77249,-2.92717,18.37433,2.25261
10126,101.26000,21.00000,-11.77620,0.96767,-1.66955,-2.93105,17.24032,2.52443
10127,101.27000,19.00000,-10.74000,0.97479,-1.72875,-2.95820,17.95380,3.02593
10128,101.28000,16.00000,-10.19509,0.97427,-1.95736,-2.97114,18.84901,3.61575
10129,101.29000,23.00000,-10.61565,0.97109,-1.85779,-2.96114,19.25340,3.60339
10130,101.30000,26.00000,-10.08285,0.97323,-1.81997,-2.96431,20.17360,4.09465
10131,101.31000,20.00000,-10.15786,0.97385,-1.93084,-2.97213,19.31516,4.41663
10132,101.32000,20.00000,-9.78856,0.97359,-1.74785,-2.95647,19.83263,4.46075
10133,101.33000,21.00000,-9.01192,0.97641,-1.93991,-2.97904,21.33716,4.51492
10134,101.34000,21.00000,-9.81064,0.97870,-1.64015,-2.95785,19.26593,4.77754
10135,101.35000,22.00000,-10.24185,0.97574,-1.77698,-2.96856,19.14390,4.37710
10136,101.36000,26.00000,-10.13930,0.97439,-1.55066,-2.94772,20.05888,4.24635
10137,101.37000,25.00000,-10.67025,0.97436,-1.47948,-2.93814,19.24178,4.28840
10138,101.38000,21.00000,-10.70690,0.97371,-1.65494,-2.94988,19.28012,4.03810
10139,101.39000,20.00000,-11.03531,0.97387,-1.48586,-2.92145,18.59236,3.79991
10140,101.40000,21.00000,-10.78381,0.97515,-1.84584,-2.96951,18.87335,3.69244
10141,101.41000,21.00000,-10.59225,0.97566,-1.73495,-2.96402,18.81274,3.54843
10142,101.42000,20.00000,-10.76845,0.97787,-1.61830,-2.95222,18.23159,3.33939
10143,101.43000,24.00000,-10.67053,0.97692,-1.70229,-2.95995,18.73792,3.21418
10144,101.44000,26.00000,-10.74363,0.97504,-1.68874,-2.95309,18.31354,3.12975
10145,101.45000,21.00000,-11.04465,0.97600,-1.62031,-2.95677,18.23426,3.49963
10146,101.46000,17.00000,-10.27255,0.98006,-1.85674,-2.97931,18.64192,3.31986
10147,101.47000,19.00000,-9.47050,0.98017,-1.59645,-2.95962,19.08406,3.36168
10148,101.48000,23.00000,-9.83107,0.97827,-1.42392,-2.93343,18.76109,3.86533
10149,101.49000,26.00000,-9.34420,0.97937,-1.47686,-2.95426,20.41744,4.04259
10150,101.50000,26.00000,-8.06518,0.98177,-1.32336,-2.93414,19.01056,4.33963
10151,101.51000,28.00000,-7.99100,0.98167,-1.57892,-2.97350,21.56062,4.65641
10152,101.52000,24.00000,-7.44815,0.98239,-1.34900,-2.94343,18.66374,5.05094
10153,101.53000,20.00000,-7.24376,0.98312,-1.57214,-2.97552,21.87256,5.05232
10154,101.54000,24.00000,-6.67401,0.98321,-1.38226,-2.95365,20.48137,5.17341
10155,101.55000,25.00000,-6.36752,0.98233,-1.77316,-2.98831,23.67327,4.92961
10156,101.56000,25.00000,-7.32419,0.98049,-1.38952,-2.95109,20.04546,4.69531
10157,101.57000,25.00000,-8.04966,0.98229,-1.98391,-2.99049,20.88278,4.31060
10158,101.58000,27.00000,-9.85171,0.97598,-1.46939,-2.93170,17.63313,3.79153
10159,101.59000,27.00000,-11.20637,0.96417,-1.74707,-2.94681,18.34339,3.50820
10160,101.60000,21.00000,-10.91730,0.96809,-1.56221,-2.92834,16.77189,3.29065
10161,101.61000,21.00000,-10.42640,0.97179,-1.44692,-2.92599,15.98187,3.02206
10162,101.62000,20.00000,-10.89255,0.96782,-1.55447,-2.92656,16.02996,2.99491
10163,101.63000,20.00000,-11.68106,0.96188,-1.48618,-2.89651,15.12098,2.84832
10164,101.64000,26.00000,-11.61109,0.96188,-1.58752,-2.92412,16.85744,2.58551
10165,101.65000,29.00000,-12.07465,0.96096,-1.39405,-2.86993,16.32457,2.23960
10166,101.66000,29.00000,-12.73792,0.95258,-1.58554,-2.89028,16.51852,2.33276
10167,101.67000,25.00000,-11.71004,0.96263,-1.35391,-2.86307,16.33290,2.19740
10168,101.68000,20.00000,-11.05452,0.97231,-1.68668,-2.95734,19.09949,2.35384
10169,101.69000,22.00000,-10.32394,0.97434,-1.53311,-2.94337,18.83056,2.65429
10170,101.70000,26.00000,-9.66004,0.97907,-1.67388,-2.96805,19.56854,2.71260
10171,101.71000,27.00000,-10.05060,0.97695,-1.82925,-2.97373,18.53496,2.64166
10172,101.72000,28.00000,-11.17087,0.96847,-1.66354,-2.94751,16.96894,2.81388
10173,101.73000,27.00000,-11.71202,0.96553,-1.63532,-2.93670,16.55628,2.73525
10174,101.74000,23.00000,-10.49213,0.96851,-1.90976,-2.96338,17.34766,2.52041
10175,101.75000,23.00000,-10.38204,0.96706,-1.45333,-2.90117,16.10826,2.11580
10176,101.76000,29.00000,-11.36763,0.96080,-1.75006,-2.94225,16.35063,2.17395
10177,101.77000,35.00000,-11.63507,0.95016,-1.36700,-2.86638,15.33140,2.05170
10178,101.78000,28.00000,-10.20164,0.95524,-1.52128,-2.92138,16.36880,1.92410
10179,101.79000,24.00000,-9.50448,0.95959,-1.47044,-2.92214,16.79286,2.10787
10180,101.80000,32.00000,-10.41769,0.94750,-1.49804,-2.88838,15.34970,2.39003
10181,101.81000,31.00000,-10.94250,0.93743,-1.58685,-2.87570,15.12347,2.44773
10182,101.82000,29.00000,-10.38548,0.94257,-1.54108,-2.87769,14.52737,2.14531
10183,101.83000,29.00000,-10.24727,0.94669,-1.47539,-2.89464,13.94715,2.08133
10184,101.84000,27.00000,-10.91014,0.94609,-1.50419,-2.88162,13.26595,2.08023
10185,101.85000,31.00000,-10.95915,0.94172,-1.58152,-2.87899,13.27311,2.23130
10186,101.86000,34.00000,-10.51135,0.94778,-1.55424,-2.88057,14.15033,2.32695
10187,101.87000,33.00000,-10.15622,0.95502,-1.55177,-2.90177,14.43571,2.36955
10188,101.88000,31.00000,-10.18353,0.95330,-1.63847,-2.91240,13.54827,2.39525
10189,101.89000,31.00000,-10.98097,0.94283,-1.58912,-2.88033,12.73583,2.11224
10190,101.90000,32.00000,-11.62574,0.94041,-1.62962,-2.88399,13.56750,2.12318
10191,101.91000,29.00000,-11.44330,0.94438,-1.56650,-2.87514,13.42514,2.12184
10192,101.92000,24.00000,-10.20395,0.95176,-1.67883,-2.91099,13.97308,2.26803
10193,101.93000,24.00000,-10.13835,0.95246,-1.66236,-2.90316,15.25226,2.40316
10194,101.94000,24.00000,-10.90872,0.93959,-1.68825,-2.89427,14.46475,2.58001
10195,101.95000,23.00000,-10.29348,0.94722,-1.67314,-2.90795,15.86870,2.70098
10196,101.96000,28.00000,-10.46756,0.95126,-1.62063,-2.90485,15.74055,2.42915
10197,101.97000,33.00000,-10.74138,0.94878,-1.64048,-2.89097,15.43243,2.39184
10198,101.98000,29.00000,-10.79606,0.95228,-1.51500,-2.87499,15.66556,2.33962
10199,101.99000,22.00000,-10.97620,0.94933,-1.61421,-2.89154,14.50277,2.52559
10200,102.00000,22.00000,-10.38290,0.94969,-1.45324,-2.86445,14.70170,2.55699
10201,102.01000,26.00000,-10.23278,0.95254,-1.72955,-2.91571,16.62403,2.76992
10202,102.02000,30.00000,-10.23150,0.95576,-1.69930,-2.91855,18.23471,2.72787
10203,102.03000,30.00000,-10.13027,0.95581,-1.58388,-2.88976,17.88392,2.63981
10204,102.04000,29.00000,-10.43415,0.95349,-1.60051,-2.89913,17.65052,2.54903
10205,102.05000,29.00000,-10.79706,0.94833,-1.54748,-2.86713,16.74557,2.48632
10206,102.06000,26.00000,-10.22684,0.95013,-1.58225,-2.89094,18.51556,2.63636
10207,102.07000,30.00000,-9.56480,0.95364,-1.55251,-2.89608,18.21437,2.47229
10208,102.08000,32.00000,-9.75374,0.95269,-1.61011,-2.89857,17.95302,2.49448
10209,102.09000,29.00000,-10.47221,0.94711,-1.48744,-2.85245,16.23385,2.19200
10210,102.10000,31.00000,-10.78514,0.94726,-1.67417,-2.89733,17.37187,2.32418
10211,102.11000,32.00000,-10.19331,0.95412,-1.50198,-2.88590,17.01871,2.03012
10212,102.12000,28.00000,-10.14565,0.95238,-1.55032,-2.89482,17.53335,2.34947
10213,102.13000,24.00000,-10.33200,0.94984,-1.65363,-2.90223,18.02633,2.42905
10214,102.14000,27.00000,-10.21827,0.94998,-1.57638,-2.88054,17.27954,2.65336
10215,102.15000,33.00000,-10.36970,0.94529,-1.51820,-2.87302,17.79730,2.59078
10216,102.16000,30.00000,-10.19950,0.94724,-1.58141,-2.87679,17.68961,2.85620
10217,102.17000,28.00000,-10.42244,0.94117,-1.54321,-2.86395,17.95724,2.81376
10218,102.18000,32.00000,-10.11423,0.94302,-1.61608,-2.87276,17.93840,2.79797
10219,102.19000,32.00000,-10.53644,0.94842,-1.58840,-2.87210,17.67054,2.83738
10220,102.20000,30.00000,-11.41925,0.93592,-1.50787,-2.85183,18.18864,2.92673
10221,102.21000,25.00000,-10.46330,0.94669,-1.48099,-2.86876,18.02578,2.84107
10222,102.22000,26.00000,-10.02662,0.95246,-1.55435,-2.88491,18.05332,2.77087
10223,102.23000,33.00000,-10.05063,0.94154,-1.57725,-2.87367,18.11537,2.93232
10224,102.24000,39.00000,-10.59309,0.92974,-1.65472,-2.86467,17.52603,3.00428
10225,102.25000,38.00000,-10.44278,0.93219,-1.54702,-2.82564,16.57046,2.76076
10226,102.26000,28.00000,-10.24910,0.93458,-1.58085,-2.85265,16.80092,2.71474
10227,102.27000,32.00000,-10.82310,0.92261,-1.52779,-2.81328,16.07060,2.80090
10228,102.28000,36.00000,-10.53106,0.92661,-1.65503,-2.84115,15.93516,2.84166
10229,102.29000,32.00000,-10.67554,0.93107,-1.48307,-2.80542,14.74576,2.83565
10230,102.30000,32.00000,-10.86243,0.93034,-1.55728,-2.81057,14.84819,2.79879
10231,102.31000,27.00000,-10.62349,0.93528,-1.62697,-2.83948,15.07297,2.88463
10232,102.32000,29.00000,-10.79699,0.91577,-1.62054,-2.81070,15.03897,3.08800
10233,102.33000,35.00000,-10.37188,0.92029,-1.68722,-2.84018,14.83725,2.95577
10234,102.34000,38.00000,-10.14240,0.93535,-1.62278,-2.84934,14.25132,2.78397
10235,102.35000,42.00000,-10.75402,0.93095,-1.66421,-2.85006,13.66561,2.96947
10236,102.36000,44.00000,-10.92456,0.92621,-1.74844,-2.86671,14.86068,2.95644
10237,102.37000,39.00000,-10.16552,0.92330,-1.71337,-2.86026,15.23536,2.79425
10238,102.38000,34.00000,-9.48126,0.92479,-1.66327,-2.84733,15.85047,2.80603
10239,102.39000,34.00000,-9.63826,0.92659,-1.78092,-2.87259,16.16583,2.92616
10240,102.40000,30.00000,-9.65524,0.92534,-1.70092,-2.84868,15.83071,3.02357
10241,102.41000,28.00000,-9.10088,0.92576,-1.78506,-2.87814,16.86517,3.03068
10242,102.42000,26.00000,-9.19476,0.92375,-1.52677,-2.79605,15.28998,3.08576
10243,102.43000,29.00000,-9.35313,0.92612,-1.71776,-2.86348,16.27513,3.17343
10244,102.44000,31.00000,-9.28327,0.93386,-1.39917,-2.78481,14.55511,3.19818
10245,102.45000,21.00000,-9.09076,0.94660,-1.66192,-2.87401,16.08336,2.99431
10246,102.46000,24.00000,-9.35453,0.93682,-1.76267,-2.87918,16.10116,2.98358
10247,102.47000,26.00000,-9.98862,0.92532,-1.71483,-2.85841,15.96703,2.89478
10248,102.48000,21.00000,-9.64173,0.93816,-1.85017,-2.89892,16.53659,2.76405
10249,102.49000,25.00000,-9.75733,0.93369,-1.85143,-2.89354,16.33170,2.77393
10250,102.50000,28.00000,-9.99577,0.92708,-1.90414,-2.89764,16.83284,2.84768
10251,102.51000,23.00000,-9.55655,0.93589,-1.76410,-2.88576,16.85060,2.70063
10252,102.52000,25.00000,-9.72227,0.93998,-1.57437,-2.84447,15.50225,2.78775
10253,102.53000,33.00000,-10.14257,0.93856,-1.76727,-2.88392,17.35157,2.95597
10254,102.54000,27.00000,-10.00479,0.94469,-1.50300,-2.82502,16.08689,2.90264
10255,102.55000,27.00000,-9.99370,0.94029,-1.67658,-2.87686,17.54505,2.84119
10256,102.56000,30.00000,-10.24437,0.93571,-1.70542,-2.87677,17.67746,2.86990
10257,102.57000,32.00000,-10.29795,0.93235,-1.71843,-2.86854,17.00103,2.80531
10258,102.58000,36.00000,-9.83348,0.92542,-1.80695,-2.88555,17.66373,2.60741
10259,102.59000,31.00000,-9.83517,0.93271,-1.78788,-2.88809,17.53346,2.63495
10260,102.60000,32.00000,-9.70874,0.93744,-1.76411,-2.89755,18.41818,2.59247
10261,102.61000,34.00000,-8.82099,0.94032,-1.76487,-2.90425,19.07800,2.54693
10262,102.62000,31.00000,-9.07633,0.93920,-1.82791,-2.90847,18.87418,2.56258
10263,102.63000,30.00000,-9.78614,0.93082,-1.74717,-2.88708,18.57481,2.47985
10264,102.64000,27.00000,-9.30771,0.93474,-1.69535,-2.88185,17.82464,2.21469
10265,102.65000,31.00000,-9.74086,0.93576,-1.66818,-2.87512,17.49507,2.27052
10266,102.66000,34.00000,-9.77709,0.93026,-1.89316,-2.90801,18.83497,2.20185
10267,102.67000,29.00000,-8.83665,0.93608,-1.75361,-2.89745,18.81986,2.08332
10268,102.68000,29.00000,-9.08150,0.93803,-1.64648,-2.87748,17.78585,2.10565
10269,102.69000,30.00000,-9.35673,0.93538,-1.76737,-2.90122,18.61324,2.25494
10270,102.70000,31.00000,-9.61605,0.93488,-1.72407,-2.87981,17.55607,2.08142
10271,102.71000,33.00000,-10.02381,0.92897,-1.56399,-2.82314,16.10854,2.00915
10272,102.72000,30.00000,-10.01773,0.93386,-1.79556,-2.89051,17.36916,2.10846
10273,102.73000,27.00000,-9.74175,0.93458,-1.60136,-2.83738,16.18481,2.03704
10274,102.74000,25.00000,-9.83828,0.93957,-1.71507,-2.88461,17.88268,1.73606
10275,102.75000,32.00000,-10.18975,0.93419,-1.73700,-2.88358,17.27762,1.95262
10276,102.76000,37.00000,-9.92543,0.93451,-1.71268,-2.87841,17.48397,1.75590
10277,102.77000,33.00000,-9.55475,0.94081,-1.81736,-2.90873,18.67477,1.61390
10278,102.78000,38.00000,-10.07358,0.93095,-1.63178,-2.85969,17.71646,1.70517
10279,102.79000,35.00000,-9.73363,0.93819,-1.69347,-2.88658,18.23202,1.80300
10280,102.80000,27.00000,-9.03047,0.93855,-1.67288,-2.88121,18.29787,1.53006
10281,102.81000,32.00000,-9.72072,0.93330,-1.61483,-2.85342,17.47039,1.65994
10282,102.82000,37.00000,-10.25336,0.92929,-1.83012,-2.89586,18.29041,1.61819
10283,102.83000,35.00000,-10.02891,0.93131,-1.61518,-2.86285,17.90398,1.49171
10284,102.84000,34.00000,-10.02604,0.94018,-1.69795,-2.89678,19.18024,1.63929
10285,102.85000,31.00000,-9.76208,0.94150,-1.73085,-2.90188,18.89033,1.64779
10286,102.86000,25.00000,-9.45579,0.95005,-1.63409,-2.89821,18.85235,1.67402
10287,102.87000,34.00000,-10.28559,0.94896,-1.71895,-2.90255,17.82145,1.66024
10288,102.88000,36.00000,-10.12556,0.95002,-1.82872,-2.92700,18.86520,1.72073
10289,102.89000,26.00000,-9.44260,0.95381,-1.80406,-2.93851,19.77823,1.71512
10290,102.90000,26.00000,-10.21184,0.94873,-1.80505,-2.92881,19.52845,1.66907
10291,102.91000,31.00000,-10.36185,0.95143,-1.64560,-2.90490,18.24840,1.68329
10292,102.92000,37.00000,-10.62505,0.94469,-1.72803,-2.91333,18.09781,1.82021
10293,102.93000,33.00000,-10.70622,0.94457,-1.72738,-2.91085,18.87934,1.78751
10294,102.94000,28.00000,-9.66750,0.95306,-1.80463,-2.93647,19.84212,1.60618
10295,102.95000,27.00000,-9.72743,0.95457,-1.81477,-2.93981,19.41200,1.81666
10296,102.96000,24.00000,-9.96442,0.95737,-1.81706,-2.93008,18.56109,1.97218
10297,102.97000,22.00000,-9.37307,0.95830,-1.86633,-2.93938,19.76872,1.69765
10298,102.98000,23.00000,-9.42440,0.95585,-1.81492,-2.93022,19.64618,1.66742
10299,102.99000,28.00000,-10.16775,0.94784,-1.84896,-2.93410,20.43770,1.77650
10300,103.00000,29.00000,-9.51826,0.95006,-1.71749,-2.92542,20.14006,1.66948
10301,103.01000,29.00000,-9.85550,0.95559,-1.71440,-2.93391,20.19524,1.70500
10302,103.02000,27.00000,-10.11173,0.95843,-1.60794,-2.92421,20.33043,1.61865
10303,103.03000,27.00000,-9.49611,0.95484,-1.58935,-2.91216,20.06293,1.55335
10304,103.04000,34.00000,-10.80469,0.94719,-1.67332,-2.91786,19.99315,1.55560
10305,103.05000,30.00000,-10.16633,0.95438,-1.54574,-2.88909,18.74457,1.36429
10306,103.06000,24.00000,-9.18169,0.95761,-1.70249,-2.93172,21.36198,1.02804
10307,103.07000,22.00000,-9.70721,0.95696,-1.52913,-2.89723,19.12841,1.03562
10308,103.08000,26.00000,-9.74209,0.95707,-1.63624,-2.92376,20.35228,0.97386
10309,103.09000,29.00000,-9.79824,0.95741,-1.57619,-2.90728,19.83855,0.80767
10310,103.10000,27.00000,-9.71060,0.95779,-1.81310,-2.94937,21.19138,0.45069
10311,103.11000,24.00000,-9.95975,0.95737,-1.68253,-2.93402,20.86708,0.27416
10312,103.12000,29.00000,-10.63792,0.95625,-1.57248,-2.88976,18.18915,0.34142
10313,103.13000,33.00000,-10.02126,0.95661,-1.77022,-2.93831,20.79821,0.17689
10314,103.14000,23.00000,-9.55029,0.95538,-1.51767,-2.89822,19.58847,0.03369
10315,103.15000,28.00000,-10.52733,0.95259,-1.65245,-2.92104,20.12898,0.49808
10316,103.16000,35.00000,-10.77303,0.95719,-1.75052,-2.93260,20.18992,0.46941
10317,103.17000,27.00000,-10.12957,0.96321,-1.62567,-2.93144,20.80391,0.47058
10318,103.18000,20.00000,-10.76200,0.96364,-1.76917,-2.94590,19.56298,0.66796
10319,103.19000,20.00000,-10.24506,0.96771,-1.60758,-2.93078,19.99360,0.60563
10320,103.20000,26.00000,-10.23385,0.96679,-1.74982,-2.94854,20.11419,0.60970
10321,103.21000,25.00000,-11.03061,0.96436,-1.65219,-2.93177,19.14037,0.82097
10322,103.22000,25.00000,-10.42651,0.96693,-1.62914,-2.92624,19.95265,1.02691
10323,103.23000,28.00000,-10.87787,0.96088,-1.65785,-2.92214,19.85803,1.12714
10324,103.24000,20.00000,-11.62765,0.95984,-1.56321,-2.90720,18.66664,1.54253
10325,103.25000,15.00000,-11.88385,0.95832,-1.46042,-2.88228,18.43721,1.60191
10326,103.26000,26.00000,-12.76540,0.94942,-1.63612,-2.90701,17.57539,1.88146
10327,103.27000,32.00000,-12.90988,0.94775,-1.61304,-2.89018,17.85076,2.01521
10328,103.28000,28.00000,-12.76390,0.95053,-1.75973,-2.92041,17.69510,2.01236
10329,103.29000,30.00000,-13.14996,0.94846,-1.67719,-2.89672,17.24939,1.83084
10330,103.30000,32.00000,-13.22674,0.94988,-1.78128,-2.92203,17.36737,1.88314
10331,103.31000,28.00000,-13.39920,0.95168,-1.57458,-2.87713,17.11574,1.96161
10332,103.32000,23.00000,-13.07804,0.95149,-1.77784,-2.91455,17.63675,1.88660
10333,103.33000,22.00000,-11.77032,0.95863,-1.65157,-2.91093,19.36463,2.01306
10334,103.34000,27.00000,-11.76240,0.95698,-1.50272,-2.87568,18.98231,2.33484
10335,103.35000,31.00000,-12.01921,0.95712,-1.66105,-2.91341,19.47430,2.50041
10336,103.36000,31.00000,-11.47729,0.96033,-1.44072,-2.87440,18.59122,2.40403
10337,103.37000,26.00000,-11.61365,0.96159,-1.62417,-2.91921,19.74791,2.41424
10338,103.38000,23.00000,-12.23105,0.95810,-1.72471,-2.92401,18.85649,2.43046
10339,103.39000,21.00000,-12.14988,0.95402,-1.55308,-2.88209,17.68250,2.24502
10340,103.40000,19.00000,-11.90482,0.95546,-1.51828,-2.88812,17.58844,2.17055
10341,103.41000,18.00000,-12.43262,0.95771,-1.49682,-2.88173,16.70270,2.35740
10342,103.42000,26.00000,-12.37273,0.95400,-1.54547,-2.88240,16.65979,2.25394
10343,103.43000,34.00000,-11.57454,0.95705,-1.49241,-2.87598,17.47298,2.13909
10344,103.44000,34.00000,-11.97721,0.95592,-1.58153,-2.88590,17.38903,2.48751
10345,103.45000,43.00000,-12.26521,0.95115,-1.48745,-2.87453,17.64868,2.47161
10346,103.46000,46.00000,-11.48037,0.95925,-1.59515,-2.90045,18.26547,2.20056
10347,103.47000,41.00000,-11.56378,0.95885,-1.57447,-2.90315,18.38502,2.17077
10348,103.48000,36.00000,-11.89865,0.95828,-1.76844,-2.93425,18.80873,2.22470
10349,103.49000,25.00000,-11.23756,0.96189,-1.63834,-2.91948,18.34757,1.82163
10350,103.50000,18.00000,-11.56068,0.96261,-1.88600,-2.95234,18.33544,1.74619
10351,103.51000,18.00000,-12.26873,0.96443,-1.77913,-2.94188,17.24943,1.90418
10352,103.52000,20.00000,-11.35424,0.96887,-1.93316,-2.96284,18.35765,1.90628
10353,103.53000,29.00000,-10.76031,0.97010,-1.53761,-2.91900,17.94371,1.87113
10354,103.54000,27.00000,-10.47212,0.97060,-1.99529,-2.96850,19.66526,1.88990
10355,103.55000,16.00000,-10.51002,0.97363,-1.52135,-2.92326,17.37288,1.74308
10356,103.56000,18.00000,-11.31282,0.97218,-1.78266,-2.95432,16.77019,1.66495
10357,103.57000,22.00000,-11.11192,0.97037,-1.66166,-2.94377,17.83178,1.67866
10358,103.58000,21.00000,-10.19008,0.97361,-1.66635,-2.95039,18.88820,1.56419
10359,103.59000,17.00000,-10.64970,0.97344,-1.58318,-2.94611,18.63229,1.75537
10360,103.60000,19.00000,-10.93538,0.97285,-1.64093,-2.94779,18.96584,1.92752
10361,103.61000,23.00000,-10.49233,0.97411,-1.76095,-2.96417,19.95987,1.81102
10362,103.62000,26.00000,-10.94438,0.97294,-1.59173,-2.94682,19.89089,1.75025
10363,103.63000,23.00000,-11.66823,0.97032,-1.72748,-2.94957,18.66854,1.65848
10364,103.64000,21.00000,-11.71589,0.96993,-1.52287,-2.91622,18.27551,1.43121
10365,103.65000,27.00000,-11.92219,0.96839,-1.56438,-2.91825,17.86178,1.60068
10366,103.66000,29.00000,-11.78367,0.96481,-1.65349,-2.92933,18.96147,1.81484
10367,103.67000,26.00000,-10.97725,0.96662,-1.63305,-2.93378,20.24489,1.88944
10368,103.68000,30.00000,-11.09895,0.96864,-1.77751,-2.95158,19.88776,2.28040
10369,103.69000,35.00000,-11.81319,0.96439,-1.80696,-2.95001,19.61555,2.50211
10370,103.70000,30.00000,-11.58709,0.96364,-1.81036,-2.94747,19.79849,2.40249
10371,103.71000,23.00000,-11.02632,0.96788,-1.61901,-2.93395,20.15722,2.23730
10372,103.72000,22.00000,-11.72022,0.96379,-1.55621,-2.91422,19.38156,2.13126
10373,103.73000,20.00000,-11.97340,0.96383,-1.51571,-2.88978,18.31732,1.73498
10374,103.74000,19.00000,-11.71673,0.96808,-1.36235,-2.86244,16.91757,1.63085
10375,103.75000,26.00000,-11.80467,0.96763,-1.54034,-2.92701,18.37767,1.70893
10376,103.76000,27.00000,-10.53597,0.97143,-1.38880,-2.91133,19.49987,1.87699
10377,103.77000,23.00000,-10.08427,0.97267,-1.65180,-2.95844,20.93479,1.91721
10378,103.78000,24.00000,-10.92299,0.96972,-1.60437,-2.94166,20.31051,2.15515
10379,103.79000,22.00000,-11.51364,0.96812,-1.73081,-2.94909,19.15592,2.04815
10380,103.80000,29.00000,-11.29755,0.96851,-1.41008,-2.89617,18.80258,1.90991
10381,103.81000,31.00000,-10.90656,0.97106,-1.83192,-2.96214,19.88233,1.88186
10382,103.82000,23.00000,-10.76063,0.97086,-1.32811,-2.89806,19.04219,1.90159
10383,103.83000,20.00000,-10.85750,0.97019,-1.76720,-2.95278,19.73510,1.99809
10384,103.84000,20.00000,-10.88786,0.97274,-1.51241,-2.92627,18.78579,2.22029
10385,103.85000,24.00000,-10.32312,0.97511,-1.77407,-2.95799,19.58403,2.04346
10386,103.86000,29.00000,-10.18921,0.97314,-1.63130,-2.94440,20.50729,1.81992
10387,103.87000,27.00000,-10.99831,0.96702,-1.65958,-2.93435,20.55091,1.69917
10388,103.88000,21.00000,-11.14772,0.96910,-1.38130,-2.89589,19.44529,1.33567
10389,103.89000,21.00000,-11.55551,0.96927,-1.54253,-2.92620,19.36363,1.30843
10390,103.90000,21.00000,-12.23680,0.96699,-1.44107,-2.88186,18.64775,1.52946
10391,103.91000,23.00000,-11.47731,0.97044,-1.64780,-2.94739,19.66753,1.65955
10392,103.92000,26.00000,-10.42058,0.97353,-1.49286,-2.93783,20.79376,1.78812
10393,103.93000,20.00000,-10.12376,0.97629,-1.49517,-2.94378,20.31065,1.92329
10394,103.94000,15.00000,-10.70126,0.97569,-1.54180,-2.94350,19.43518,1.69878
10395,103.95000,23.00000,-11.51037,0.97481,-1.44113,-2.91487,18.19930,1.55927
10396,103.96000,29.00000,-12.15333,0.96961,-1.85376,-2.96194,18.83056,1.27109
10397,103.97000,23.00000,-11.64964,0.97094,-1.58624,-2.93851,19.45589,0.97894
10398,103.98000,18.00000,-11.55590,0.97375,-1.55884,-2.94718,18.87245,0.96805
10399,103.99000,21.00000,-11.26217,0.97474,-1.68777,-2.96744,19.31115,0.66042
10400,104.00000,20.00000,-10.83774,0.97452,-1.44405,-2.94057,19.99535,0.59619
10401,104.01000,22.00000,-12.02497,0.97066,-1.69413,-2.95236,18.62377,1.05136
10402,104.02000,25.00000,-12.59626,0.96796,-1.49250,-2.92084,18.64107,1.25360
10403,104.03000,23.00000,-11.86418,0.97091,-1.51575,-2.93037,19.46053,1.25260
10404,104.04000,21.00000,-11.77816,0.97310,-1.45276,-2.92620,18.76563,1.36519
10405,104.05000,15.00000,-10.95123,0.97767,-1.55203,-2.94596,18.33170,1.21679
10406,104.06000,19.00000,-10.76487,0.97813,-1.49465,-2.93609,18.46062,0.43362
10407,104.07000,22.00000,-11.54081,0.97600,-1.88097,-2.96924,18.05740,0.11174
10408,104.08000,26.00000,-12.83352,0.97025,-1.60063,-2.92155,17.01866,-0.24348
10409,104.09000,40.00000,-15.07755,0.95287,-1.78109,-2.91524,16.08237,-0.31849
10410,104.10000,43.00000,-15.89760,0.94222,-1.47295,-2.84155,15.95050,-0.50934
10411,104.11000,46.00000,-16.16873,0.93602,-1.58825,-2.85125,15.68494,-0.48201
10412,104.12000,43.00000,-16.05034,0.93989,-1.59012,-2.86248,15.61049,-0.63839
10413,104.13000,41.00000,-16.26308,0.93572,-1.55383,-2.83869,15.33019,-0.59634
10414,104.14000,41.00000,-16.38006,0.93123,-1.58750,-2.83690,15.11781,-0.78797
10415,104.15000,38.00000,-16.34096,0.93249,-1.55352,-2.82028,14.84132,-1.03296
10416,104.16000,38.00000,-16.83760,0.92417,-1.61402,-2.82571,14.41927,-1.14588
10417,104.17000,39.00000,-17.31520,0.91644,-1.55172,-2.79622,13.90518,-1.25593
10418,104.18000,42.00000,-17.41360,0.91664,-1.59269,-2.80682,13.64386,-41.15295
10419,104.19000,42.00000,-17.19559,0.91546,-1.57914,-2.80007,13.73985,-80.95680
10420,104.20000,45.00000,-17.56034,0.89850,-1.55874,-2.76742,13.27007,-120.63355
10421,104.21000,44.00000,-17.82060,0.89605,-1.52415,-2.75118,13.04431,-160.32656
10422,104.22000,44.00000,-17.95588,0.89769,-1.56415,-2.78435,12.72578,-200.00000
10423,104.23000,52.00000,-18.10024,0.89066,-1.60023,-2.77717,12.59500,-200.00000
10424,104.24000,46.00000,-18.16080,0.88645,-1.58659,-2.77643,12.32457,-200.00000
10425,104.25000,43.00000,-18.32345,0.88626,-1.59404,-2.78063,12.08164,-200.00000
10426,104.26000,45.00000,-18.49618,0.88681,-1.67752,-2.80912,11.96284,-200.00000
10427,104.27000,47.00000,-18.58772,0.88547,-1.71556,-2.81731,11.78084,-200.00000
