centerFrame,time,zeroCross,intensity,autoCorr,LPC1,error,bandRatio,HNR
16213,162.13000,14.00000,-8.10532,0.97958,-1.73001,-2.95999,16.63387,2.87396
16214,162.14000,22.00000,-9.46336,0.97136,-1.43729,-2.89726,14.97568,2.81738
16215,162.15000,31.00000,-7.10949,0.93489,-1.45840,-2.83064,12.30156,2.69741
16216,162.16000,38.00000,-3.88877,0.90358,-1.48242,-2.82859,11.07787,3.04427
16217,162.17000,41.00000,-2.27664,0.89681,-1.50590,-2.83491,10.29937,3.34593
16218,162.18000,40.00000,-1.81895,0.89381,-1.64174,-2.85021,9.59329,4.24450
16219,162.19000,41.00000,-1.56703,0.88540,-1.62819,-2.82364,9.19945,4.79321
16220,162.20000,43.00000,-1.35071,0.88038,-1.78470,-2.84579,9.35902,4.93288
16221,162.21000,47.00000,-1.05514,0.88422,-1.57667,-2.78933,9.47726,5.05490
16222,162.22000,48.00000,-0.74925,0.88868,-1.88476,-2.85606,9.89891,5.07595
16223,162.23000,47.00000,-0.77062,0.88650,-1.55330,-2.76576,10.00774,5.19182
16224,162.24000,47.00000,-0.89188,0.89294,-1.74645,-2.83619,11.17787,5.28769
16225,162.25000,53.00000,-1.03167,0.89111,-1.67970,-2.82001,10.95382,5.39400
16226,162.26000,56.00000,-1.17956,0.88568,-1.79948,-2.83835,10.58392,5.47373
16227,162.27000,56.00000,-1.21149,0.88505,-1.83428,-2.83845,10.33791,5.56487
16228,162.28000,52.00000,-1.11824,0.89142,-1.76061,-2.82482,10.48657,5.58193
16229,162.29000,45.00000,-1.09848,0.89640,-1.85503,-2.85010,10.78637,5.66608
16230,162.30000,47.00000,-1.14933,0.90230,-1.75440,-2.83074,11.12639,5.76964
16231,162.31000,46.00000,-0.93386,0.91555,-1.93346,-2.87159,11.94953,5.88981
16232,162.32000,43.00000,-1.14274,0.92215,-1.89696,-2.87895,13.02732,6.07290
16233,162.33000,37.00000,-1.66580,0.93151,-1.98462,-2.91699,14.89618,6.09388
16234,162.34000,28.00000,-2.13918,0.93949,-1.91748,-2.92705,14.58527,5.68883
16235,162.35000,18.00000,-3.19390,0.95169,-1.88862,-2.94678,15.15306,5.70971
16236,162.36000,14.00000,-3.96614,0.97388,-1.54761,-2.95296,17.33393,5.24921
16237,162.37000,14.00000,-4.20306,0.98665,-1.46229,-2.97918,20.59383,4.20305
16238,162.38000,15.00000,-5.95499,0.98729,-1.37284,-2.96077,17.88336,3.99610
16239,162.39000,20.00000,-8.56234,0.98243,-1.55068,-2.96490,19.59192,3.82165
16240,162.40000,19.00000,-8.45064,0.97410,-1.50802,-2.93840,17.23750,3.70867
16241,162.41000,24.00000,-5.04138,0.94362,-1.92599,-2.94283,16.29583,4.16410
16242,162.42000,39.00000,-1.90769,0.93141,-2.08140,-2.94971,15.07938,5.16120
16243,162.43000,39.00000,-0.15081,0.93380,-1.66036,-2.88622,15.67307,5.52074
16244,162.44000,33.00000,0.57045,0.92547,-1.82327,-2.89913,16.02691,6.13725
16245,162.45000,31.00000,0.62368,0.90495,-1.71878,-2.84616,14.77401,6.31888
16246,162.46000,30.00000,0.39527,0.88379,-1.80042,-2.82821,12.86975,6.37257
16247,162.47000,41.00000,0.30292,0.86792,-1.89058,-2.83703,12.51806,6.41440
16248,162.48000,49.00000,0.23356,0.87895,-2.13308,-2.90153,14.06897,6.37968
16249,162.49000,49.00000,0.00201,0.89794,-1.90203,-2.87835,16.06141,6.41398
16250,162.50000,50.00000,-0.17970,0.90446,-2.19757,-2.92403,16.48571,6.42316
16251,162.51000,51.00000,-0.37242,0.90038,-1.96450,-2.89111,15.99672,6.54841
16252,162.52000,49.00000,-0.37171,0.89765,-2.08772,-2.92023,16.66989,6.77359
16253,162.53000,48.00000,0.07812,0.89883,-1.79349,-2.87134,15.95227,6.83209
16254,162.54000,49.00000,0.42784,0.89649,-2.22033,-2.93597,16.90132,6.81820
16255,162.55000,46.00000,0.16394,0.89814,-1.85250,-2.88952,17.11769,6.81733
16256,162.56000,46.00000,0.28043,0.89482,-2.15180,-2.93733,17.38993,6.68901
16257,162.57000,53.00000,0.82080,0.87992,-2.24069,-2.94629,16.90047,6.35251
16258,162.58000,51.00000,1.17632,0.87264,-2.08093,-2.91457,15.56731,6.21036
16259,162.59000,51.00000,1.06426,0.86478,-2.18550,-2.92344,15.00018,6.09527
16260,162.60000,55.00000,0.52935,0.86287,-1.97574,-2.89023,14.94731,5.93380
16261,162.61000,50.00000,0.47593,0.88230,-2.05805,-2.92383,16.32045,5.82074
16262,162.62000,42.00000,-0.04209,0.90607,-1.87253,-2.91349,18.80650,6.07968
16263,162.63000,37.00000,-0.52087,0.92220,-1.68592,-2.89936,20.61331,6.28589
16264,162.64000,34.00000,-0.49572,0.92522,-1.75918,-2.91240,21.29601,6.43899
16265,162.65000,32.00000,-1.11753,0.92200,-1.66136,-2.89611,21.22487,6.68599
16266,162.66000,32.00000,-1.03719,0.92116,-1.83087,-2.92892,21.52628,6.92761
16267,162.67000,31.00000,-0.58510,0.91982,-1.91492,-2.94709,20.62420,7.04744
16268,162.68000,32.00000,-0.88242,0.91400,-1.76974,-2.94048,19.79664,7.36217
16269,162.69000,33.00000,-1.41285,0.90174,-1.69786,-2.92019,18.86411,7.70124
16270,162.70000,33.00000,-1.61866,0.89518,-1.46760,-2.86037,17.07167,7.77607
16271,162.71000,34.00000,-2.03306,0.89481,-1.56498,-2.88022,16.74740,7.76309
16272,162.72000,34.00000,-2.67111,0.89732,-1.44031,-2.81605,15.74709,7.55510
16273,162.73000,34.00000,-3.00257,0.91316,-1.55023,-2.88389,16.57390,7.29874
16274,162.74000,33.00000,-2.99949,0.92190,-1.70157,-2.91189,16.23572,7.15809
16275,162.75000,34.00000,-2.32899,0.92709,-1.53461,-2.90415,16.55376,7.05285
16276,162.76000,34.00000,-1.16168,0.93507,-1.73048,-2.94166,18.78891,6.96028
16277,162.77000,33.00000,-0.68966,0.93919,-1.67892,-2.93881,20.72041,6.99768
16278,162.78000,31.00000,-0.51571,0.94810,-1.83283,-2.96739,23.70519,6.92806
16279,162.79000,27.00000,-0.14628,0.96488,-1.67021,-2.95682,23.58551,6.63158
16280,162.80000,22.00000,-0.10988,0.97540,-1.97375,-2.98968,25.80809,6.77943
16281,162.81000,16.00000,-0.24054,0.98284,-1.37015,-2.95674,21.88359,6.90111
16282,162.82000,14.00000,-0.02598,0.98753,-1.44918,-2.98623,25.38560,6.85413
16283,162.83000,14.00000,-0.50675,0.98744,-1.32939,-2.97520,24.14682,6.99036
16284,162.84000,14.00000,-1.16826,0.98709,-1.26065,-2.97180,23.25928,7.19050
16285,162.85000,14.00000,-0.97753,0.98665,-1.63730,-2.99469,28.01671,7.03374
16286,162.86000,14.00000,-0.81854,0.98501,-1.32645,-2.95777,23.29274,7.03922
16287,162.87000,26.00000,-0.16059,0.97264,-1.63514,-2.96423,23.81545,7.26028
16288,162.88000,38.00000,0.39969,0.94713,-1.60189,-2.92575,20.73910,7.26769
16289,162.89000,33.00000,0.63841,0.93485,-1.72209,-2.93082,21.08587,7.37985
16290,162.90000,29.00000,0.40371,0.93700,-1.73435,-2.92672,21.65032,7.57152
16291,162.91000,30.00000,-0.21962,0.93709,-1.74262,-2.91658,20.76669,7.59378
16292,162.92000,31.00000,-0.18785,0.93686,-1.76571,-2.91446,20.47230,7.58858
16293,162.93000,31.00000,-0.01175,0.94137,-1.50668,-2.87756,19.35267,7.64704
16294,162.94000,35.00000,0.15289,0.93843,-1.70055,-2.92442,19.46516,7.78654
16295,162.95000,38.00000,0.47508,0.93425,-1.54635,-2.89446,18.08222,7.70593
16296,162.96000,35.00000,0.48881,0.93714,-1.69446,-2.92438,18.78409,7.62026
16297,162.97000,30.00000,0.28008,0.93407,-1.80023,-2.94263,19.44492,7.53127
16298,162.98000,31.00000,0.28018,0.92769,-1.73828,-2.93104,19.11098,7.44880
16299,162.99000,30.00000,0.56761,0.92692,-1.87644,-2.93490,18.65141,7.31294
16300,163.00000,28.00000,0.51193,0.92453,-1.85620,-2.93914,17.65132,7.36544
16301,163.01000,32.00000,0.46250,0.91670,-1.88622,-2.92771,16.24941,7.50060
16302,163.02000,35.00000,0.86513,0.92226,-1.66777,-2.89259,15.73376,7.44380
16303,163.03000,36.00000,0.96840,0.91894,-1.83907,-2.92526,15.78190,7.50337
16304,163.04000,38.00000,1.10412,0.91472,-1.62818,-2.88329,15.15895,7.43264
16305,163.05000,40.00000,1.06324,0.91812,-1.75338,-2.91791,14.82454,7.44953
16306,163.06000,43.00000,1.27381,0.91739,-1.81267,-2.92047,15.17291,7.32689
16307,163.07000,36.00000,1.59273,0.91886,-1.69643,-2.91088,15.55929,7.34845
16308,163.08000,32.00000,1.65034,0.91570,-1.75652,-2.91008,15.39525,7.32068
16309,163.09000,34.00000,1.57145,0.91047,-1.58897,-2.88504,13.97328,7.36134
16310,163.10000,36.00000,1.54357,0.90497,-1.78557,-2.91081,13.98065,7.28528
16311,163.11000,44.00000,1.64024,0.90599,-1.68825,-2.90834,14.26006,7.28409
16312,163.12000,47.00000,1.65395,0.90829,-1.85108,-2.92074,14.03525,7.23973
16313,163.13000,47.00000,1.23612,0.89881,-1.84424,-2.91482,12.99428,7.10468
16314,163.14000,51.00000,0.99003,0.88896,-1.86919,-2.90767,12.24557,6.93239
16315,163.15000,53.00000,1.13831,0.87515,-1.83857,-2.90593,11.20158,6.88045
16316,163.16000,52.00000,1.14245,0.86766,-1.68278,-2.86903,10.50779,6.85374
16317,163.17000,54.00000,1.28693,0.85243,-1.77025,-2.88761,10.11621,6.89717
16318,163.18000,61.00000,1.09296,0.83679,-1.64373,-2.86752,9.05525,6.80976
16319,163.19000,62.00000,1.15513,0.84012,-1.73426,-2.87376,9.34834,6.65176
16320,163.20000,61.00000,1.01792,0.84176,-1.57121,-2.83241,9.53811,6.50947
16321,163.21000,66.00000,0.71117,0.84660,-1.58357,-2.83754,9.64887,6.41722
16322,163.22000,65.00000,1.01813,0.85603,-1.56885,-2.82828,10.16869,6.30402
16323,163.23000,61.00000,0.98806,0.85503,-1.66340,-2.84980,10.21889,6.44361
16324,163.24000,59.00000,0.81550,0.86145,-1.55246,-2.80592,10.03047,6.69983
16325,163.25000,56.00000,0.91742,0.86333,-1.85260,-2.88227,10.76147,6.81364
16326,163.26000,47.00000,0.84373,0.87631,-1.52420,-2.81184,11.65348,6.92431
16327,163.27000,41.00000,0.89717,0.89017,-1.53903,-2.79980,11.89742,6.97665
16328,163.28000,48.00000,0.91541,0.87673,-1.90074,-2.88352,11.86360,6.92774
16329,163.29000,47.00000,0.79303,0.86893,-1.48549,-2.77410,11.09837,6.87574
16330,163.30000,41.00000,0.98267,0.88003,-1.73916,-2.85379,11.08429,6.73574
16331,163.31000,42.00000,1.49698,0.87846,-1.83558,-2.87115,11.40623,6.57305
16332,163.32000,45.00000,1.48555,0.87010,-1.72834,-2.83545,11.39433,6.50420
16333,163.33000,42.00000,1.12499,0.86437,-1.76124,-2.85246,11.27736,6.46816
16334,163.34000,40.00000,1.53859,0.86429,-1.86773,-2.86436,11.64117,6.36045
16335,163.35000,39.00000,1.83393,0.86337,-1.85289,-2.86384,11.66408,6.52662
16336,163.36000,33.00000,1.70506,0.86550,-1.98084,-2.89495,11.41770,6.71831
16337,163.37000,35.00000,1.81918,0.87288,-1.63150,-2.81619,11.52573,6.83870
16338,163.38000,39.00000,1.69293,0.86078,-1.90936,-2.87044,11.74028,6.94387
16339,163.39000,41.00000,1.23374,0.85148,-1.63000,-2.79936,11.17715,7.10856
16340,163.40000,47.00000,1.10098,0.85208,-1.84333,-2.84525,10.97089,7.11879
16341,163.41000,50.00000,1.65317,0.85518,-1.85457,-2.83767,11.24763,7.01924
16342,163.42000,43.00000,1.84787,0.85924,-1.87646,-2.86192,11.68767,6.87748
16343,163.43000,38.00000,1.49563,0.85276,-1.84503,-2.84149,11.07233,6.75878
16344,163.44000,37.00000,1.36553,0.85194,-1.71213,-2.80456,10.87565,6.64160
16345,163.45000,39.00000,1.62811,0.85047,-1.94170,-2.85381,11.48172,6.55063
16346,163.46000,41.00000,1.60196,0.84692,-1.63981,-2.76493,11.05754,6.68942
16347,163.47000,37.00000,1.28856,0.85410,-1.89291,-2.85606,10.95250,6.86498
16348,163.48000,30.00000,1.59172,0.86056,-1.79574,-2.81664,11.14131,6.90181
16349,163.49000,31.00000,1.50999,0.86015,-1.92277,-2.85608,11.39889,6.97595
16350,163.50000,38.00000,0.94049,0.85815,-1.78105,-2.81164,10.99248,7.10602
16351,163.51000,35.00000,0.72987,0.86679,-1.72475,-2.80977,11.55606,7.11167
16352,163.52000,33.00000,1.16929,0.87014,-1.97847,-2.86649,12.20136,7.06809
16353,163.53000,35.00000,1.33144,0.86903,-1.71016,-2.81036,11.90023,7.17257
16354,163.54000,33.00000,0.91917,0.86965,-1.92582,-2.86417,11.32223,7.15768
16355,163.55000,31.00000,1.03196,0.87916,-1.67311,-2.79812,11.55481,6.95762
16356,163.56000,33.00000,0.97823,0.87357,-1.98032,-2.87063,12.33328,6.79007
16357,163.57000,33.00000,0.64807,0.86932,-1.61691,-2.77581,12.28785,6.83593
16358,163.58000,31.00000,0.69395,0.87680,-1.80994,-2.83164,12.13704,6.81622
16359,163.59000,32.00000,1.24390,0.88776,-1.92548,-2.86820,12.72752,6.82803
16360,163.60000,33.00000,1.15266,0.89372,-1.74041,-2.82874,12.82130,6.97828
16361,163.61000,33.00000,0.44674,0.89260,-1.97910,-2.87542,12.39392,7.11904
16362,163.62000,41.00000,0.42715,0.89304,-1.58229,-2.76583,12.08051,7.06862
16363,163.63000,43.00000,0.36486,0.88296,-1.93782,-2.85404,12.22143,7.07468
16364,163.64000,37.00000,0.13359,0.87582,-1.57446,-2.73047,11.00135,7.19134
16365,163.65000,31.00000,0.08009,0.89000,-1.83887,-2.83831,11.81149,7.19235
16366,163.66000,28.00000,0.36219,0.89726,-1.83927,-2.83458,12.20214,7.11756
16367,163.67000,31.00000,0.20634,0.89878,-1.99694,-2.87133,12.56407,7.09062
16368,163.68000,34.00000,-0.30127,0.90110,-1.91951,-2.85349,12.83019,7.07040
16369,163.69000,31.00000,-0.38868,0.91074,-1.76988,-2.83280,13.90546,6.97336
16370,163.70000,27.00000,0.06915,0.91911,-2.14517,-2.90832,15.57984,6.97661
16371,163.71000,27.00000,0.24912,0.92444,-1.76278,-2.85317,15.53632,7.05269
16372,163.72000,26.00000,-0.09968,0.93235,-2.27545,-2.93534,16.07920,7.16203
16373,163.73000,27.00000,0.04161,0.93544,-1.83021,-2.87639,15.99740,7.12333
16374,163.74000,31.00000,-0.19315,0.92561,-2.26417,-2.92934,16.19796,7.04308
16375,163.75000,31.00000,-0.71272,0.92311,-1.91851,-2.88012,15.48409,7.03429
16376,163.76000,29.00000,-0.78019,0.92840,-2.24652,-2.92934,16.23442,6.98666
16377,163.77000,27.00000,-0.32009,0.93333,-2.14946,-2.92389,16.36701,6.80456
16378,163.78000,21.00000,-0.15232,0.93146,-2.08965,-2.91617,16.09772,6.75962
16379,163.79000,18.00000,-0.44932,0.93062,-2.06582,-2.90969,15.50218,6.70894
16380,163.80000,18.00000,-0.63319,0.93023,-2.10087,-2.91421,15.35969,6.65410
16381,163.81000,23.00000,-0.84362,0.93543,-1.80389,-2.87296,16.20200,6.63282
16382,163.82000,25.00000,-0.83365,0.94032,-2.23786,-2.94246,17.82629,6.69764
16383,163.83000,21.00000,-1.26481,0.94150,-1.68041,-2.86895,16.12130,6.83662
16384,163.84000,21.00000,-1.43183,0.94705,-2.08611,-2.93915,16.28247,6.98090
16385,163.85000,26.00000,-0.50813,0.95310,-1.81017,-2.92008,16.53531,6.94136
16386,163.86000,31.00000,-0.68075,0.95125,-1.81780,-2.92333,15.97803,6.89779
16387,163.87000,31.00000,-1.71544,0.94782,-1.56164,-2.87746,14.90740,6.88486
16388,163.88000,32.00000,-1.88794,0.94931,-1.76241,-2.91420,15.76595,6.85002
16389,163.89000,37.00000,-1.90165,0.95245,-1.55392,-2.87429,14.71589,6.88713
16390,163.90000,35.00000,-2.13417,0.95660,-1.52590,-2.88168,14.48555,6.82046
16391,163.91000,28.00000,-2.61526,0.95453,-1.69879,-2.91139,15.03509,6.76962
16392,163.92000,19.00000,-2.58091,0.96160,-1.45867,-2.86956,15.07705,6.80198
16393,163.93000,15.00000,-1.90121,0.97320,-1.82888,-2.96010,18.81255,6.80137
16394,163.94000,15.00000,-1.10270,0.97843,-1.53680,-2.94334,19.45199,6.70610
16395,163.95000,12.00000,-1.00331,0.97929,-1.84536,-2.97514,21.55360,6.86853
16396,163.96000,16.00000,-1.40945,0.98010,-1.46210,-2.94991,19.07898,6.97612
16397,163.97000,20.00000,-1.53885,0.98125,-1.79685,-2.97522,19.38649,6.97461
16398,163.98000,16.00000,-1.63156,0.98259,-1.55653,-2.96586,20.11376,6.91264
16399,163.99000,13.00000,-1.69324,0.98273,-1.71869,-2.97955,22.44377,6.98173
16400,164.00000,13.00000,-1.72107,0.98158,-1.43370,-2.95406,19.39737,6.98367
16401,164.01000,14.00000,-1.46721,0.98216,-1.47810,-2.95137,18.64213,6.92366
16402,164.02000,14.00000,-1.50436,0.98216,-1.57585,-2.96292,19.27363,6.86942
16403,164.03000,15.00000,-1.73650,0.98154,-1.43729,-2.95283,19.44486,6.85367
16404,164.04000,15.00000,-1.68598,0.98202,-1.75082,-2.97904,21.76101,6.81086
16405,164.05000,12.00000,-1.52825,0.98256,-1.57729,-2.96754,20.75946,6.75341
16406,164.06000,12.00000,-1.49790,0.98197,-1.66990,-2.97303,21.68106,6.74867
16407,164.07000,12.00000,-1.65500,0.98078,-1.66682,-2.97172,21.20171,6.84117
16408,164.08000,13.00000,-1.79040,0.97883,-1.63650,-2.96046,19.35928,6.91829
16409,164.09000,12.00000,-1.59797,0.97859,-1.43343,-2.92884,17.24747,6.94128
16410,164.10000,12.00000,-1.53530,0.97756,-1.70017,-2.95917,18.78740,6.91662
16411,164.11000,13.00000,-1.91541,0.97588,-1.37766,-2.91917,16.69960,6.98923
16412,164.12000,12.00000,-2.08536,0.97786,-1.73895,-2.96788,20.07839,6.95873
16413,164.13000,13.00000,-2.05737,0.97907,-1.68228,-2.96466,19.29392,6.89990
16414,164.14000,14.00000,-2.12674,0.97969,-1.69072,-2.96588,18.77177,6.84720
16415,164.15000,14.00000,-2.25290,0.97907,-1.74487,-2.96798,18.50759,6.91386
16416,164.16000,15.00000,-2.19557,0.97798,-1.70104,-2.96458,18.13728,6.93338
16417,164.17000,15.00000,-1.97958,0.97777,-1.53223,-2.93895,17.32959,6.94509
16418,164.18000,14.00000,-1.82236,0.97587,-1.79712,-2.96284,19.01489,6.92273
16419,164.19000,16.00000,-1.91310,0.97256,-1.56700,-2.92614,16.38651,6.89477
16420,164.20000,17.00000,-2.11557,0.96962,-1.81497,-2.95112,15.94093,6.83039
16421,164.21000,13.00000,-2.20768,0.96925,-1.97363,-2.96282,15.84965,6.71994
16422,164.22000,12.00000,-2.25683,0.97242,-1.68927,-2.94854,16.63308,6.63414
16423,164.23000,12.00000,-2.34629,0.97515,-1.73954,-2.95398,18.04317,6.53816
16424,164.24000,12.00000,-2.51735,0.97491,-1.81972,-2.95956,18.69576,6.45167
16425,164.25000,13.00000,-2.62908,0.97157,-1.87458,-2.95892,17.34409,6.37329
16426,164.26000,15.00000,-2.70770,0.96583,-1.81003,-2.94967,15.47235,6.34136
16427,164.27000,14.00000,-2.52571,0.95946,-1.57036,-2.90107,14.13479,6.34516
16428,164.28000,14.00000,-2.23842,0.95269,-1.83035,-2.93218,13.99304,6.44973
16429,164.29000,17.00000,-2.40074,0.94329,-1.55537,-2.87137,12.83649,6.55811
16430,164.30000,23.00000,-2.75261,0.93886,-1.78383,-2.90940,13.53095,6.54554
16431,164.31000,30.00000,-3.04270,0.93426,-1.81417,-2.91653,13.44210,6.44814
16432,164.32000,28.00000,-3.50131,0.93144,-1.77172,-2.89851,12.78070,6.04990
16433,164.33000,25.00000,-4.20662,0.93714,-1.96856,-2.92902,12.54285,5.90543
16434,164.34000,21.00000,-5.12496,0.95795,-1.81638,-2.94075,13.08857,5.57803
16435,164.35000,15.00000,-5.49087,0.97887,-1.56077,-2.96027,15.77505,5.49586
16436,164.36000,14.00000,-5.01814,0.97989,-1.42794,-2.95381,16.01791,5.43440
16437,164.37000,19.00000,-4.00134,0.95800,-1.73220,-2.94860,11.59662,5.58962
16438,164.38000,31.00000,-3.19438,0.92286,-1.97879,-2.93930,8.76489,5.57306
16439,164.39000,43.00000,-2.56752,0.90393,-2.29299,-2.95479,9.51155,5.95550
16440,164.40000,41.00000,-1.35927,0.91690,-1.73682,-2.88824,12.11783,6.12659
16441,164.41000,32.00000,-0.22004,0.93418,-1.55383,-2.86404,14.00902,6.27171
16442,164.42000,35.00000,-0.13755,0.92861,-1.82803,-2.89681,14.56978,6.48043
16443,164.43000,37.00000,-0.74941,0.91373,-1.55167,-2.80307,11.81985,6.54723
16444,164.44000,37.00000,-1.21960,0.90697,-2.06501,-2.89844,11.18056,6.40422
16445,164.45000,39.00000,-1.66834,0.90054,-1.95405,-2.87013,10.82734,6.36410
16446,164.46000,39.00000,-1.94123,0.89969,-1.86148,-2.84679,10.98262,6.36710
16447,164.47000,37.00000,-1.96753,0.90160,-2.17364,-2.90071,11.28721,6.34966
16448,164.48000,35.00000,-2.01715,0.90369,-1.91202,-2.85724,11.51825,6.43915
16449,164.49000,33.00000,-2.03908,0.90830,-2.15220,-2.90392,12.52038,6.56343
16450,164.50000,30.00000,-1.85932,0.91573,-1.78871,-2.84123,13.45948,6.60093
16451,164.51000,29.00000,-1.59444,0.90971,-2.13213,-2.90249,14.50625,6.55852
16452,164.52000,29.00000,-1.51520,0.89576,-1.77585,-2.81481,12.87628,6.40231
16453,164.53000,32.00000,-1.57666,0.89388,-2.23720,-2.91193,13.25974,6.29037
16454,164.54000,30.00000,-1.60846,0.90729,-1.88282,-2.85759,13.99458,6.24352
16455,164.55000,27.00000,-1.72730,0.91713,-2.17548,-2.91769,15.73008,6.12949
16456,164.56000,31.00000,-1.65705,0.91496,-1.97300,-2.89029,15.54508,6.00235
16457,164.57000,38.00000,-2.04867,0.91080,-2.10377,-2.90297,13.97992,6.20121
16458,164.58000,37.00000,-2.75974,0.90509,-1.95501,-2.87901,12.16733,6.23321
16459,164.59000,30.00000,-2.21839,0.91358,-2.01892,-2.89445,13.82014,6.21023
16460,164.60000,33.00000,-2.07834,0.92017,-1.89772,-2.88314,15.65784,6.19774
16461,164.61000,36.00000,-2.37469,0.91428,-1.75747,-2.86032,16.27146,6.37209
16462,164.62000,32.00000,-2.47978,0.91367,-1.75388,-2.86213,16.03079,6.27505
16463,164.63000,32.00000,-2.54969,0.91265,-1.68151,-2.84852,16.11792,6.31308
16464,164.64000,37.00000,-2.08034,0.91098,-1.66636,-2.86259,17.20914,6.31058
16465,164.65000,39.00000,-1.90306,0.90670,-1.71043,-2.87233,17.93401,6.32941
16466,164.66000,38.00000,-1.84343,0.90091,-1.68545,-2.86486,17.65195,6.28735
16467,164.67000,37.00000,-1.92961,0.89902,-1.67894,-2.85384,17.16808,6.30640
16468,164.68000,40.00000,-2.10707,0.89863,-1.67329,-2.86076,16.95231,6.30378
16469,164.69000,37.00000,-2.04164,0.90219,-1.43969,-2.78480,15.93682,6.21115
16470,164.70000,37.00000,-2.15977,0.90592,-1.64199,-2.87298,17.68179,6.20669
16471,164.71000,41.00000,-2.11886,0.91446,-1.46015,-2.80150,16.05863,6.32759
16472,164.72000,42.00000,-2.21974,0.92777,-1.53875,-2.86174,16.56482,6.28707
16473,164.73000,38.00000,-1.71620,0.93423,-1.88271,-2.91576,17.24128,6.07851
16474,164.74000,36.00000,-1.42353,0.94263,-1.73077,-2.90102,17.58413,6.10371
16475,164.75000,37.00000,-1.99873,0.94623,-1.64338,-2.88428,17.03227,6.08293
16476,164.76000,32.00000,-2.13723,0.94857,-1.96919,-2.94009,17.79725,6.03634
16477,164.77000,31.00000,-2.01789,0.94804,-1.63060,-2.88876,17.00638,5.98365
16478,164.78000,34.00000,-1.89995,0.94321,-2.10718,-2.95148,17.92924,6.00518
16479,164.79000,36.00000,-1.95876,0.94528,-1.89557,-2.93455,18.49869,5.92512
16480,164.80000,27.00000,-2.48415,0.96129,-1.90625,-2.95214,21.22430,5.90211
16481,164.81000,18.00000,-3.69331,0.97500,-1.65454,-2.95272,22.19881,5.61540
16482,164.82000,18.00000,-4.05333,0.97814,-1.51734,-2.95387,22.59182,5.74111
16483,164.83000,20.00000,-3.25916,0.97916,-1.37870,-2.94188,22.04530,5.86132
16484,164.84000,20.00000,-2.86898,0.97949,-1.58069,-2.97064,25.02672,5.67285
16485,164.85000,17.00000,-2.56163,0.97872,-1.51760,-2.96044,24.36053,5.61496
16486,164.86000,25.00000,-2.79910,0.96766,-1.62044,-2.93356,22.58568,5.69657
16487,164.87000,34.00000,-2.53823,0.95174,-1.87734,-2.94492,22.00797,5.51646
16488,164.88000,31.00000,-2.22689,0.94196,-1.59337,-2.88256,18.84948,5.49714
16489,164.89000,29.00000,-2.24049,0.93169,-1.65566,-2.87960,17.34809,5.62145
16490,164.90000,34.00000,-1.96577,0.92268,-1.68886,-2.87418,15.16467,5.56303
16491,164.91000,33.00000,-2.05524,0.91807,-1.56108,-2.84359,14.23981,5.64171
16492,164.92000,31.00000,-2.04533,0.91778,-1.63598,-2.85931,14.72064,5.85333
16493,164.93000,38.00000,-1.88185,0.92143,-1.62001,-2.88333,15.41094,5.83933
16494,164.94000,41.00000,-2.12678,0.92592,-1.49665,-2.84855,16.13270,5.95160
