# frameNo,time,energy,intensity,sonorantEnergy,sonorantIntensity,band2to20Energy,band2to20Intensity,band1Intensity,band2Intensity,band3Intensity,band4Intensity,band1overlapInten,band2overlapInten,band3overlapInten,band4overlapInten,band1vaishaliInten,band2vaishaliInten,band3vaishaliInten,band4vaishaliInten,spectralTilt
13372.00000,133.72000,1.36436,1.34930,0.85129,-0.69920,1.36127,1.33945,-0.34609,-5.62062,-13.52727,-14.05709,0.24740,-8.68426,-11.46625,-17.73988,-8.39706,-4.27568,-13.82507,-29.43870,154.65844
13373.00000,133.73000,1.55658,1.92172,0.90062,-0.45461,1.55161,1.90783,0.44783,-5.68402,-13.35454,-13.89302,0.69648,-8.22556,-11.66568,-18.67736,-6.98523,-4.13959,-13.69736,-29.80005,168.98478
13374.00000,133.74000,1.62484,2.10810,0.85340,-0.68846,1.61929,2.09324,1.02709,-6.69194,-14.13419,-14.98456,0.74691,-9.07060,-12.49240,-21.38023,-5.98664,-5.10488,-14.64332,-31.31841,172.79365
13375.00000,133.75000,1.70904,2.32753,0.82449,-0.83812,1.70064,2.30612,1.46884,-8.13989,-13.95855,-15.33943,0.79686,-8.68998,-12.61131,-23.46656,-5.16466,-5.81837,-14.99455,-30.91804,185.73873
13376.00000,133.76000,1.68984,2.27845,0.72818,-1.37762,1.67891,2.25028,1.67971,-10.27040,-14.55182,-17.25570,0.53685,-9.54398,-14.26897,-24.69844,-4.50135,-7.20275,-16.84127,-31.70616,186.51104
13377.00000,133.77000,1.67779,2.24738,0.67600,-1.70055,1.66273,2.20822,1.58546,-9.33030,-13.94303,-16.52788,0.23855,-9.70824,-13.85429,-23.40747,-4.02941,-6.81226,-16.29713,-32.27478,189.81326
13378.00000,133.78000,1.69029,2.27961,0.67186,-1.72721,1.66896,2.22446,1.46951,-7.46473,-14.47456,-16.52629,0.15964,-10.28223,-14.33675,-21.83846,-3.69409,-5.82760,-16.26548,-31.76799,190.47499
13379.00000,133.79000,1.65503,2.18805,0.61208,-2.13189,1.62867,2.11834,1.46355,-8.38960,-14.89130,-16.59304,-0.12252,-10.39464,-14.33894,-20.52316,-3.42029,-6.41796,-16.34575,-32.33974,190.61467
13380.00000,133.80000,1.62528,2.10927,0.56506,-2.47902,1.59535,2.02856,1.48357,-9.59008,-16.08247,-15.98672,-0.32376,-10.34754,-14.57459,-19.91060,-3.27555,-7.24312,-15.78818,-32.24918,189.10488
13381.00000,133.81000,1.64983,2.17439,0.55948,-2.52219,1.61796,2.08967,1.54226,-9.97304,-16.06553,-14.29699,-0.38206,-9.89272,-13.03003,-19.04031,-3.10167,-7.39172,-14.17699,-32.68026,183.21850
13382.00000,133.82000,1.78826,2.52430,0.58493,-2.32898,1.75156,2.43424,1.97543,-10.42741,-14.99718,-15.36547,-0.07354,-10.01809,-13.35684,-18.61452,-2.65162,-7.49002,-15.16138,-32.08387,183.91234
13383.00000,133.83000,1.91797,2.82842,0.62288,-2.05595,1.87987,2.74128,2.33433,-10.19305,-15.45373,-16.11762,0.27526,-10.32382,-14.25848,-20.13028,-2.33699,-7.49754,-15.93913,-32.27629,188.43164
13384.00000,133.84000,1.97160,2.94819,0.65907,-1.81066,1.93186,2.85975,2.37942,-9.46095,-15.16376,-14.24027,0.39066,-9.75881,-12.69557,-18.75937,-2.28091,-6.98319,-14.17033,-32.79263,189.93097
13385.00000,133.85000,1.94527,2.88981,0.65766,-1.81999,1.90769,2.80509,2.30420,-9.28301,-14.78037,-15.64821,0.38428,-9.76775,-13.68615,-18.94604,-2.37596,-6.69110,-15.47378,-32.98232,190.88343
13386.00000,133.86000,1.92889,2.85306,0.67404,-1.71313,1.89392,2.77362,2.23587,-9.14111,-15.28715,-15.91619,0.45250,-9.48857,-14.64622,-19.37681,-2.54843,-6.46584,-15.69989,-33.01030,194.79344
13387.00000,133.87000,1.95258,2.90608,0.70694,-1.50619,1.92365,2.84127,2.29402,-9.16072,-15.45515,-15.84567,0.62679,-9.33856,-14.71502,-21.28987,-2.69458,-6.44317,-15.60338,-32.32740,196.68099
13388.00000,133.88000,1.95559,2.91278,0.71050,-1.48436,1.92744,2.84980,2.30724,-9.38006,-15.27807,-15.12242,0.64101,-9.34384,-13.91914,-20.82172,-2.75259,-6.57478,-15.00131,-30.75741,195.71859
13389.00000,133.89000,1.93871,2.87513,0.70115,-1.54190,1.91312,2.81742,2.27605,-9.36917,-15.15200,-15.54422,0.59501,-9.56738,-13.91237,-21.33224,-2.77918,-6.61593,-15.45116,-30.99698,189.20975
13390.00000,133.90000,1.96380,2.93097,0.69851,-1.55829,1.93398,2.86453,2.35586,-9.43680,-15.33716,-15.18391,0.60694,-9.80494,-13.48589,-20.28997,-2.64012,-6.80151,-15.02491,-31.01273,190.96074
13391.00000,133.91000,1.92687,2.84852,0.68676,-1.63193,1.89961,2.78665,2.26917,-9.38489,-15.64630,-15.15723,0.53844,-10.14036,-13.42070,-19.65220,-2.74496,-6.87056,-14.96497,-31.71236,182.95582
13392.00000,133.92000,1.88410,2.75104,0.67863,-1.68366,1.85597,2.68570,2.16234,-9.38738,-15.83610,-14.99903,0.46728,-10.27775,-13.24637,-20.32296,-2.89712,-6.93051,-14.85165,-31.49857,188.86679
13393.00000,133.93000,1.91480,2.82123,0.70105,-1.54252,1.88919,2.76277,2.24962,-9.45962,-15.62252,-15.09006,0.60635,-10.38804,-13.19642,-20.32068,-2.94120,-6.97288,-14.98941,-31.15255,184.15015
13394.00000,133.94000,1.83291,2.63140,0.67652,-1.69718,1.80681,2.56913,2.04796,-9.58616,-15.21373,-15.51596,0.42268,-10.44333,-13.15922,-20.76935,-3.15790,-7.04863,-15.35546,-31.48205,189.56528
13395.00000,133.95000,1.81560,2.59020,0.68098,-1.66864,1.79170,2.53265,2.00517,-9.82444,-14.47260,-15.58948,0.39971,-10.07118,-12.88147,-21.15339,-3.27150,-7.09626,-15.34319,-31.11427,183.69227
13396.00000,133.96000,1.80958,2.57577,0.67885,-1.68223,1.78223,2.50963,1.97728,-9.97994,-13.95270,-15.42094,0.34930,-9.76895,-12.61817,-21.11718,-3.25639,-7.04913,-15.14443,-31.16477,187.48061
13397.00000,133.97000,1.74648,2.42164,0.65935,-1.80887,1.72211,2.36062,1.81428,-10.15892,-13.64410,-15.77491,0.20624,-9.76387,-12.92591,-20.76353,-3.46527,-7.10553,-15.46923,-31.90768,183.03828
13398.00000,133.98000,1.73363,2.38957,0.65429,-1.84229,1.70683,2.32189,1.80840,-10.30069,-13.93910,-16.35598,0.19440,-10.05679,-13.71567,-22.02675,-3.47514,-7.25194,-16.07154,-30.88604,188.80856
13399.00000,133.99000,1.67771,2.24716,0.64164,-1.92710,1.65286,2.18235,1.68046,-10.61838,-14.05431,-16.48436,0.09923,-10.39349,-14.28889,-22.11796,-3.68902,-7.50500,-16.22400,-31.32343,185.49668
13400.00000,134.00000,1.55491,1.91705,0.58959,-2.29453,1.53230,1.85344,1.33600,-10.81443,-14.73957,-16.34637,-0.24089,-10.96589,-14.87268,-20.96612,-4.01334,-7.78224,-15.95429,-30.81437,177.25834
13401.00000,134.01000,1.56051,1.93266,0.58430,-2.33367,1.53786,1.86916,1.35175,-10.57344,-15.23932,-15.95732,-0.26240,-11.23373,-14.57864,-20.99226,-3.92963,-7.82259,-15.65007,-30.26898,180.26462
13402.00000,134.02000,1.53354,1.85695,0.56819,-2.45503,1.51055,1.79135,1.27960,-10.51345,-15.64715,-16.01105,-0.36216,-11.66332,-14.56806,-21.06492,-3.94749,-7.90887,-15.74557,-31.11390,177.96011
13403.00000,134.03000,1.48912,1.72929,0.55176,-2.58252,1.46773,1.66646,1.14690,-10.55284,-15.79633,-16.02061,-0.50018,-11.79037,-14.38592,-21.28657,-4.06488,-8.00918,-15.83201,-32.58797,177.32577
13404.00000,134.04000,1.44283,1.59215,0.53129,-2.74670,1.42272,1.53118,1.02580,-10.85495,-15.71272,-16.61087,-0.64597,-11.92481,-14.66492,-22.01528,-4.20073,-8.23516,-16.42124,-31.14967,178.21041
13405.00000,134.05000,1.45248,1.62110,0.54176,-2.66194,1.43622,1.57221,1.07754,-11.02931,-15.95628,-17.15162,-0.53673,-12.16490,-14.85639,-23.00334,-4.29799,-8.29886,-16.98027,-31.44199,177.32299
13406.00000,134.06000,1.41650,1.51218,0.54312,-2.65103,1.40165,1.46639,0.93690,-10.98556,-15.47070,-17.15832,-0.59203,-11.83832,-14.16553,-22.74066,-4.55123,-8.18769,-17.02944,-30.96515,175.20989
13407.00000,134.07000,1.39440,1.44386,0.54256,-2.65554,1.38081,1.40135,0.85513,-10.95355,-15.37935,-17.32091,-0.62734,-11.61617,-14.05097,-22.40540,-4.69337,-8.15615,-17.10249,-29.92993,173.68241
13408.00000,134.08000,1.42531,1.53910,0.56427,-2.48510,1.41200,1.49835,0.92406,-10.85132,-14.74689,-17.56158,-0.51047,-10.95554,-14.14875,-23.85181,-4.66244,-7.82142,-17.26414,-31.11350,176.59633
13409.00000,134.09000,1.39409,1.44290,0.56211,-2.50179,1.38151,1.40355,0.79038,-10.47798,-15.19338,-17.90653,-0.54881,-10.71617,-15.07679,-25.24771,-4.82748,-7.59286,-17.61213,-31.42040,183.17513
13410.00000,134.10000,1.38518,1.41506,0.56347,-2.49132,1.37060,1.36911,0.72768,-9.99383,-15.91584,-17.46520,-0.54813,-10.81240,-15.98713,-23.86102,-4.85037,-7.41582,-17.17140,-30.91204,183.64603
13411.00000,134.11000,1.36103,1.33869,0.56180,-2.50419,1.34600,1.29046,0.60596,-9.54926,-16.07414,-17.89551,-0.59858,-10.91378,-16.47567,-24.17118,-4.94529,-7.15985,-17.61410,-31.19833,186.47650
13412.00000,134.12000,1.33391,1.25126,0.55416,-2.56362,1.31773,1.19825,0.45663,-9.12134,-15.66670,-18.57435,-0.71341,-10.77638,-15.96094,-24.56741,-5.00180,-6.89773,-18.02170,-30.64157,186.89586
13413.00000,134.13000,1.34258,1.27939,0.57248,-2.42239,1.32511,1.22253,0.43340,-8.81407,-14.89840,-18.19895,-0.67261,-10.52079,-14.83214,-24.97418,-5.04262,-6.63349,-17.78362,-30.36370,190.39330
13414.00000,134.14000,1.30725,1.16358,0.56042,-2.51488,1.28951,1.10423,0.27575,-8.53845,-15.31139,-17.66866,-0.78643,-10.93414,-14.68806,-24.54387,-5.14901,-6.58100,-17.37969,-30.95981,184.84699
13415.00000,134.15000,1.30367,1.15169,0.54816,-2.61089,1.28386,1.08517,0.25496,-8.39035,-15.74110,-17.41582,-0.85482,-11.15620,-14.87006,-24.97606,-5.02642,-6.56816,-17.10199,-30.69618,185.42046
13416.00000,134.16000,1.28439,1.08696,0.52860,-2.76877,1.26504,1.02104,0.24108,-8.57417,-16.48845,-17.29856,-0.93564,-11.68367,-15.37311,-24.79191,-5.02459,-6.87126,-17.06598,-31.22386,183.24256
13417.00000,134.17000,1.22973,0.89809,0.50845,-2.93752,1.21225,0.83592,0.03867,-8.78228,-16.89174,-16.71726,-1.11724,-11.80437,-15.28061,-24.35712,-5.27009,-7.08862,-16.50519,-29.64839,180.78520
13418.00000,134.18000,1.20808,0.82094,0.49046,-3.09398,1.19064,0.75782,-0.00583,-9.09209,-17.26246,-16.59637,-1.23439,-11.91682,-15.50965,-24.85427,-5.26030,-7.34265,-16.39459,-30.03987,179.56965
13419.00000,134.19000,1.18814,0.74867,0.48223,-3.16742,1.17242,0.69084,-0.07535,-9.39944,-16.64768,-16.15460,-1.33668,-11.45674,-14.98976,-24.90799,-5.37108,-7.50638,-15.92808,-30.08903,178.94590
13420.00000,134.20000,1.14806,0.59966,0.46368,-3.33784,1.13413,0.54664,-0.22801,-9.58963,-16.37438,-15.99102,-1.52206,-11.38025,-14.72637,-24.82308,-5.51602,-7.68481,-15.82647,-29.50693,177.18395
13421.00000,134.21000,1.15853,0.63907,0.46009,-3.37156,1.14409,0.58461,-0.12152,-9.98887,-16.30342,-16.32553,-1.49375,-11.53710,-14.98475,-25.12248,-5.41497,-7.96105,-16.18679,-29.34775,176.87083
13422.00000,134.22000,1.14596,0.59169,0.45226,-3.44610,1.13249,0.54034,-0.16857,-10.04903,-16.08495,-16.55870,-1.55762,-11.44131,-15.10316,-24.69731,-5.44868,-7.98283,-16.38416,-29.60683,175.22211
13423.00000,134.23000,1.14548,0.58987,0.44780,-3.48918,1.13220,0.53923,-0.13574,-10.39143,-16.11305,-16.41019,-1.56780,-11.35949,-14.86404,-25.05836,-5.45134,-8.22405,-16.24791,-30.07439,174.75039
13424.00000,134.24000,1.18072,0.72149,0.46502,-3.32528,1.16852,0.67638,-0.00306,-10.35940,-15.73813,-16.32815,-1.41065,-11.04582,-14.73375,-24.77060,-5.37525,-8.07863,-16.17236,-32.01801,174.62086
13425.00000,134.25000,1.17702,0.70784,0.46172,-3.35620,1.16377,0.65866,-0.00119,-10.58095,-15.79799,-16.40842,-1.41857,-10.91484,-14.76045,-24.55813,-5.38152,-8.18772,-16.20324,-30.94592,175.40766
13426.00000,134.26000,1.18549,0.73898,0.47728,-3.21227,1.17349,0.69480,-0.03383,-10.29633,-15.38718,-16.10153,-1.35301,-10.41304,-14.22710,-24.54644,-5.47171,-7.82894,-15.92478,-29.69206,172.23599
13427.00000,134.27000,1.20631,0.81457,0.49068,-3.09205,1.19353,0.76832,0.00471,-9.88020,-15.32591,-15.93543,-1.26441,-10.25049,-13.99039,-26.21600,-5.42201,-7.53152,-15.83176,-29.97003,177.32135
13428.00000,134.28000,1.20607,0.81371,0.49831,-3.02499,1.19291,0.76609,-0.05246,-9.53429,-15.72219,-15.30790,-1.24423,-10.12599,-13.81010,-25.34032,-5.44899,-7.29243,-15.21398,-32.80842,177.14023
13429.00000,134.29000,1.18134,0.72376,0.48731,-3.12196,1.16552,0.66521,-0.20167,-9.36430,-16.21891,-14.55345,-1.39483,-10.07661,-13.32726,-24.22903,-5.44609,-7.24273,-14.48187,-31.75962,176.69989
13430.00000,134.30000,1.19795,0.78439,0.49187,-3.08150,1.18129,0.72355,-0.16199,-9.23942,-16.41062,-13.79940,-1.37962,-9.85654,-12.83566,-23.46438,-5.33349,-7.20293,-13.75456,-30.82145,173.44063
13431.00000,134.31000,1.18954,0.75379,0.48580,-3.13542,1.17130,0.68667,-0.19801,-9.30388,-16.73949,-13.57718,-1.44345,-9.81010,-12.78384,-23.65232,-5.30540,-7.26452,-13.52949,-30.14238,174.84024
13432.00000,134.32000,1.19960,0.79035,0.48837,-3.11255,1.18134,0.72374,-0.15113,-9.35471,-17.18928,-13.30384,-1.40268,-9.84378,-12.64299,-23.30246,-5.26658,-7.32817,-13.26446,-31.03262,171.93947
13433.00000,134.33000,1.21050,0.82964,0.49282,-3.07309,1.19159,0.76128,-0.12017,-9.41086,-17.00488,-12.67645,-1.39327,-9.59816,-12.05001,-22.67666,-5.25681,-7.41696,-12.62283,-30.47739,171.85581
13434.00000,134.34000,1.20561,0.81208,0.49589,-3.04618,1.18823,0.74902,-0.15631,-9.23443,-17.36935,-12.58866,-1.37924,-9.59504,-11.94033,-23.93750,-5.34029,-7.37780,-12.53197,-29.99300,172.61154
13435.00000,134.35000,1.27153,1.04327,0.52929,-2.76309,1.25462,0.98514,0.07589,-9.06433,-17.23854,-12.04219,-1.10422,-9.34442,-11.36002,-23.14845,-5.25264,-7.25373,-11.98937,-30.89162,175.08744
13436.00000,134.36000,1.26313,1.01449,0.52694,-2.78238,1.24783,0.96156,0.01818,-8.91350,-17.74057,-11.81135,-1.11587,-9.40485,-11.17831,-21.67851,-5.35170,-7.21660,-11.76905,-30.67787,172.13897
13437.00000,134.37000,1.23250,0.90787,0.51738,-2.86194,1.21735,0.85417,-0.10211,-8.82880,-17.66635,-12.07427,-1.20190,-9.57642,-11.55937,-21.72503,-5.46885,-7.18634,-12.02076,-30.56710,172.75415
13438.00000,134.38000,1.20714,0.81757,0.50105,-3.00120,1.19221,0.76354,-0.12135,-8.95584,-18.03556,-13.20292,-1.28822,-10.08787,-12.60460,-24.21109,-5.42214,-7.35183,-13.12244,-31.10834,176.20885
13439.00000,134.39000,1.11744,0.48223,0.42404,-3.72596,1.09956,0.41219,-0.24782,-10.18988,-19.17013,-16.04087,-1.76327,-11.54540,-15.05977,-27.12908,-5.24432,-8.36087,-15.99505,-32.56396,179.75377
13440.00000,134.40000,0.96572,-0.15150,0.29790,-5.25930,0.93839,-0.27618,-0.63264,-13.71822,-21.45364,-16.85561,-2.98262,-13.03706,-15.82970,-28.51620,-4.95157,-11.13941,-16.79674,-32.42923,170.39326
13441.00000,134.41000,0.79487,-0.99704,0.22393,-6.49895,0.73933,-1.31164,-1.66619,-12.97409,-23.20553,-20.71316,-4.36185,-16.25535,-19.65387,-29.04483,-4.81774,-9.88869,-20.61742,-33.01030,173.03511
13442.00000,134.42000,0.22428,-6.49207,0.07713,-11.12772,0.19834,-7.02596,-7.72386,-17.63315,-22.64568,-21.08798,-10.14173,-17.62791,-19.89675,-29.76178,-10.20905,-13.46578,-20.98592,-33.01030,131.17818
13443.00000,134.43000,0.06965,-11.57053,0.05954,-12.25188,0.06590,-11.81100,-20.05905,-16.97170,-22.11899,-21.72374,-13.22873,-18.12636,-20.45212,-30.46663,-21.92081,-12.95033,-21.57901,-33.01030,85.80135
13444.00000,134.44000,0.05615,-12.50671,0.05192,-12.84668,0.05439,-12.64469,-25.21963,-17.94854,-22.10961,-21.59488,-14.17540,-18.06602,-20.31690,-30.63019,-26.46198,-13.58616,-21.44571,-33.01030,62.66382
13445.00000,134.45000,0.06416,-11.92749,0.05915,-12.28024,0.06195,-12.07964,-23.95535,-17.37510,-22.26955,-21.19248,-13.45554,-18.03938,-19.97503,-30.69207,-25.50704,-13.00930,-21.04047,-33.01030,65.59577
13446.00000,134.46000,0.06544,-11.84142,0.06018,-12.20524,0.06348,-11.97351,-23.73220,-17.12959,-21.93460,-21.65393,-13.27467,-18.18979,-20.41033,-30.16314,-25.68195,-12.82571,-21.50078,-33.01030,71.18284
13447.00000,134.47000,0.06224,-12.05965,0.05718,-12.42748,0.06016,-12.20664,-23.89523,-17.81011,-22.36099,-22.01275,-13.48786,-18.31826,-20.62463,-31.43941,-25.34943,-13.05217,-21.84355,-33.01030,70.68854
13448.00000,134.48000,0.06478,-11.88562,0.05965,-12.24357,0.06232,-12.05381,-24.02564,-17.70436,-21.90807,-21.92666,-13.28839,-18.02481,-20.59769,-31.95704,-25.11712,-12.83267,-21.77197,-33.01030,71.43867
13449.00000,134.49000,0.06778,-11.68867,0.06114,-12.13645,0.06368,-11.96005,-22.72702,-17.53336,-22.40411,-21.69428,-13.16259,-18.03408,-20.34954,-31.26355,-23.46188,-12.75277,-21.57453,-33.01030,73.48483
13450.00000,134.50000,0.06984,-11.55907,0.06297,-12.00868,0.06586,-11.81402,-22.76732,-17.48955,-21.58147,-22.12906,-12.93470,-18.01235,-20.90357,-29.91907,-23.63198,-12.49267,-21.97031,-33.01030,75.46019
13451.00000,134.51000,0.07372,-11.32437,0.06847,-11.64507,0.07106,-11.48385,-25.16895,-17.15774,-21.49857,-22.04290,-12.51855,-17.81847,-20.84584,-28.72002,-26.53651,-12.09950,-21.68429,-31.96423,71.25009
13452.00000,134.52000,0.07180,-11.43881,0.06513,-11.86212,0.06858,-11.63792,-23.92931,-17.24348,-21.99889,-22.40937,-12.62828,-18.12442,-20.90861,-28.69921,-25.02290,-12.27035,-22.06285,-31.92205,71.07199
13453.00000,134.53000,0.07408,-11.30292,0.06699,-11.73993,0.07107,-11.48291,-24.49520,-17.43652,-21.80076,-22.24125,-12.43613,-17.99319,-21.21055,-28.67450,-25.59169,-12.07212,-21.89515,-30.62666,69.05214
13454.00000,134.54000,0.07582,-11.20220,0.06738,-11.71473,0.07178,-11.43983,-23.43717,-17.39924,-22.06937,-21.81740,-12.40671,-18.05966,-20.69240,-26.49975,-24.38961,-12.08826,-21.54498,-29.39238,73.16106
13455.00000,134.55000,0.08105,-10.91235,0.07318,-11.35592,0.07801,-11.07857,-25.33115,-17.49172,-21.59495,-21.46083,-12.07074,-17.40018,-20.11651,-27.02234,-26.72157,-11.74138,-21.03962,-27.73858,68.35330
13456.00000,134.56000,0.08688,-10.61059,0.07704,-11.13267,0.08270,-10.82517,-24.47410,-17.53379,-21.14434,-20.96181,-11.84804,-17.18577,-19.97121,-24.52356,-25.50813,-11.50391,-20.44482,-27.47079,68.82760
13457.00000,134.57000,0.08363,-10.77634,0.07388,-11.31447,0.08049,-10.94234,-24.82489,-17.75116,-20.89348,-21.55908,-11.93609,-17.20700,-20.54295,-24.66017,-26.31971,-11.59207,-20.99593,-27.19589,66.23063
13458.00000,134.58000,0.08795,-10.55758,0.07981,-10.97920,0.08450,-10.73119,-24.72190,-17.34340,-21.32362,-22.38067,-11.58232,-17.27637,-21.32519,-27.26996,-25.91749,-11.28878,-21.60997,-27.85290,77.68085
13459.00000,134.59000,0.09468,-10.23752,0.08660,-10.62504,0.09169,-10.37685,-25.35727,-17.53127,-20.10689,-20.81324,-11.44375,-16.09069,-19.39188,-26.97293,-26.87234,-11.05960,-20.32288,-27.70621,70.96911
13460.00000,134.60000,0.09584,-10.18446,0.08701,-10.60439,0.09228,-10.34888,-24.22596,-17.31540,-20.39641,-22.44076,-11.18196,-17.00269,-21.31461,-26.86254,-25.50324,-10.82490,-21.79770,-27.66246,78.23737
13461.00000,134.61000,0.09281,-10.32386,0.08649,-10.63025,0.09055,-10.43109,-26.32279,-17.63953,-20.34349,-22.72391,-11.22781,-16.94081,-21.44645,-27.57929,-28.68286,-10.88329,-22.08383,-28.24359,70.36359
13462.00000,134.62000,0.09547,-10.20116,0.08580,-10.66505,0.09289,-10.32030,-25.32317,-17.50764,-20.24513,-21.85715,-11.17282,-16.75917,-21.15604,-23.92049,-26.96829,-10.85785,-20.89697,-29.33853,67.18698
13463.00000,134.63000,0.10194,-9.91675,0.09428,-10.25577,0.09989,-10.00468,-26.11227,-16.98420,-19.85597,-21.76843,-10.78401,-16.60933,-20.89113,-24.47384,-28.31715,-10.44942,-21.20400,-30.37496,69.11646
13464.00000,134.64000,0.09995,-10.00199,0.09185,-10.36911,0.09681,-10.14064,-24.71192,-17.52412,-20.25920,-22.19650,-10.93335,-16.75510,-21.33384,-25.76918,-26.45724,-10.60109,-21.51989,-30.27327,77.92065
13465.00000,134.65000,0.10512,-9.78335,0.09795,-10.08987,0.10196,-9.91588,-24.45535,-17.00112,-19.65772,-23.01806,-10.64020,-16.86228,-22.18117,-26.10115,-25.96972,-10.26401,-22.50517,-29.65321,80.93087
13466.00000,134.66000,0.09954,-10.02022,0.09256,-10.33574,0.09657,-10.15170,-24.47046,-17.26029,-19.18837,-22.11735,-11.04046,-16.41077,-21.39771,-26.83829,-25.96196,-10.57179,-21.86100,-31.19414,78.29884
13467.00000,134.67000,0.10510,-9.78387,0.09961,-10.01689,0.10239,-9.89758,-24.63624,-16.88016,-19.37905,-22.69086,-10.68321,-16.54310,-21.63878,-27.66046,-26.03235,-10.25480,-22.38417,-33.01030,81.76694
13468.00000,134.68000,0.10596,-9.74839,0.09673,-10.14453,0.09980,-10.00886,-21.48025,-17.06747,-19.28271,-22.42506,-10.83538,-16.36247,-21.40471,-28.25939,-22.38318,-10.39317,-22.12837,-32.84187,91.01809
13469.00000,134.69000,0.11166,-9.52105,0.10617,-9.74006,0.10791,-9.66927,-23.33574,-16.73150,-18.92432,-22.03581,-10.61577,-15.95122,-20.12805,-32.18799,-24.61534,-10.11471,-21.81573,-33.01030,84.18605
13470.00000,134.70000,0.11112,-9.54211,0.10094,-9.95926,0.10260,-9.88845,-20.15570,-16.82225,-18.79531,-22.86815,-10.72533,-16.13010,-21.68726,-32.77455,-20.77408,-10.23142,-22.70273,-33.01030,99.67523
13471.00000,134.71000,0.10792,-9.66887,0.10209,-9.91026,0.10386,-9.83548,-22.39898,-16.58651,-19.72863,-23.31930,-10.55970,-16.83860,-21.78775,-32.72153,-23.81357,-10.18188,-23.20557,-33.01030,84.77895
13472.00000,134.72000,0.10820,-9.65759,0.09570,-10.19083,0.09729,-10.11936,-19.11160,-16.57898,-19.61864,-24.81813,-10.78311,-17.07128,-23.71837,-33.01030,-19.66560,-10.38081,-24.70794,-33.01030,103.47634
13473.00000,134.73000,0.10213,-9.90830,0.09688,-10.13777,0.09831,-10.07406,-22.71328,-16.79605,-19.93336,-24.40598,-10.73674,-17.30892,-23.21054,-33.01030,-24.19794,-10.36434,-24.29138,-33.01030,84.13401
13474.00000,134.74000,0.10854,-9.64403,0.09289,-10.32053,0.09468,-10.23734,-18.05426,-16.64825,-20.30563,-24.70042,-10.88553,-17.43069,-23.34371,-33.01030,-18.69397,-10.54550,-24.54721,-33.01030,109.34710
13475.00000,134.75000,0.10024,-9.98965,0.09509,-10.21879,0.09672,-10.14468,-22.76248,-16.80859,-20.96349,-24.39472,-10.73457,-17.86371,-23.04182,-33.01030,-24.40718,-10.45731,-24.24153,-33.01030,82.34988
13476.00000,134.76000,0.10604,-9.74517,0.08940,-10.48667,0.09270,-10.32939,-17.75986,-16.76029,-21.38275,-24.50131,-10.97819,-18.00736,-23.22072,-33.01030,-18.36067,-10.73067,-24.35937,-33.01030,112.10639
13477.00000,134.77000,0.41471,-3.82261,0.25408,-5.95025,0.35223,-4.53177,-7.44541,-11.74073,-19.71172,-19.24443,-5.93856,-14.43162,-17.43253,-28.34232,-8.98599,-6.64155,-19.06740,-33.01030,169.18487
13478.00000,134.78000,0.72581,-1.39176,0.55104,-2.58817,0.62959,-2.00944,-6.97056,-13.99857,-16.85450,-12.95723,-3.09100,-10.72911,-11.73953,-22.88499,-8.14062,-3.42022,-12.85044,-32.75894,179.32886
13479.00000,134.79000,1.05323,0.22524,0.77588,-1.10205,0.92556,-0.33596,-4.77625,-13.64371,-16.37021,-16.04724,-1.24801,-11.98464,-13.05123,-22.72328,-6.23566,-1.77566,-15.84231,-33.01030,175.37672
13480.00000,134.80000,0.82206,-0.85098,0.63631,-1.96335,0.70294,-1.53080,-6.43207,-11.80478,-17.48161,-19.30163,-2.14758,-13.64363,-15.18009,-29.87865,-7.61874,-2.52160,-19.11160,-33.01030,177.55976
13481.00000,134.81000,0.39937,-3.98629,0.16670,-7.78052,0.27594,-5.59179,-6.28852,-15.32358,-16.92207,-21.64750,-8.19051,-14.33197,-15.95878,-29.72143,-6.71616,-8.25975,-21.28572,-33.01030,157.82254
13482.00000,134.82000,1.03962,0.16874,0.69423,-1.58498,0.90927,-0.41307,-4.56355,-10.28073,-17.73169,-16.05766,-1.74501,-11.27587,-12.12179,-25.73430,-5.45189,-1.94928,-15.86708,-32.76320,178.52238
13483.00000,134.83000,3.01922,4.79895,2.40590,3.81277,2.85360,4.55393,-2.00126,-2.28967,-15.64811,-11.28806,3.77914,-9.11934,-9.59554,-21.98273,-3.27600,3.61703,-11.15153,-31.61305,191.17259
13484.00000,134.84000,5.70043,7.55908,4.64227,6.66730,5.49107,7.39657,0.30994,2.79193,-14.92635,-10.67969,6.75886,-8.23437,-8.88214,-18.69927,-1.46322,6.54371,-10.38944,-29.30302,197.43285
13485.00000,134.85000,6.55936,8.16862,5.64403,7.51590,6.41769,8.07379,-0.75170,5.13265,-12.15522,-8.42321,7.52934,-5.67662,-6.41806,-12.72036,-2.69429,7.40035,-7.93344,-26.15989,167.44608
13486.00000,134.86000,8.23998,9.15926,7.35604,8.66644,8.12639,9.09898,-1.48476,6.28023,-9.85618,-6.63416,8.62138,-3.75271,-4.65719,-9.37783,-3.48966,8.56161,-6.02926,-23.34601,154.65104
13487.00000,134.87000,6.46417,8.10513,5.26710,7.21571,6.32485,8.01050,-0.45823,5.08718,-9.32248,-4.67945,7.18568,-2.23707,-3.56525,-7.01672,-2.58549,7.05611,-4.03528,-18.93745,112.26132
